10.512748, 0.000000
10.524546, 0.115694
10.534156, 0.029913
10.544081, 0.007899
10.555546, 0.000537
10.565200, 0.000049
10.575156, -0.000086
10.586546, -0.000035
10.596080, -0.000109
10.606157, -0.000136
10.616082, -0.000145
10.626202, -0.000150
10.637545, 0.010642
10.647155, 0.002654
10.657081, 0.000492
10.668544, -0.008037
10.678155, -0.002288
10.689619, 0.002465
10.699156, 0.000498
10.709082, -0.000039
10.719082, -0.000183
10.730545, -0.002729
10.740080, -0.000855
10.750157, -0.000362
10.761730, 0.002601
10.771080, 0.000536
10.781156, -0.000041
10.792546, -0.008039
10.802080, -0.002178
10.812156, -0.000591
10.822232, -0.000167
10.832087, -0.000053
10.842157, -0.000014
10.852083, -0.000010
10.862082, -0.000013
10.872081, -0.000020
10.883546, 0.005309
10.893147, 0.001290
10.903082, 0.000196
10.913083, -0.000094
10.923157, -0.000175
10.934546, -0.002710
10.944081, -0.000799
10.954283, -0.000299
10.964082, -0.000155
10.975546, 0.005271
10.985082, 0.001194
10.995082, 0.000086
11.005081, -0.000214
11.015156, -0.000293
11.026544, 0.005215
11.036081, 0.001028
11.046082, -0.000125
11.056080, -0.000440
11.066156, -0.000517
11.076081, -0.000534
11.087753, -0.005447
11.097155, -0.001648
11.107081, -0.000630
11.117081, -0.000358
11.127081, -0.000289
11.138545, -0.008013
11.148201, -0.002064
11.158156, -0.000462
11.169546, 0.007935
11.179155, 0.001949
11.190546, -0.209155
11.200155, -0.049273
11.211557, 0.207818
11.221155, 0.055655
11.231082, 0.014408
11.242546, -0.004428
11.252155, -0.001521
11.262081, -0.000741
11.273546, 0.002494
11.283200, 0.000250
11.293082, -0.000378
11.303082, -0.000556
11.313081, -0.000593
11.323081, -0.000601
11.333155, -0.000604
11.344694, 0.002472
11.354155, 0.000154
11.365546, -0.000142
11.375154, -0.000546
11.386547, -0.002833
11.396155, -0.001157
11.406082, -0.000710
11.416144, -0.000593
11.427545, 0.002484
11.437154, 0.000184
11.448546, -0.000133
11.458154, -0.000513
11.469545, 0.005105
11.479204, 0.000697
11.489175, -0.000530
11.500546, -0.224478
11.510080, -0.051296
11.520082, -0.003846
11.530156, 0.008883
11.540198, 0.011963
11.551546, 0.217110
11.561155, 0.057792
11.571114, 0.014496
11.581087, 0.002825
11.591083, -0.000293
11.601158, -0.001121
11.612675, 0.004897
11.622155, 0.000128
11.632083, -0.001221
11.643546, -0.005718
11.653080, -0.002475
11.663156, -0.001644
11.674754, 0.004884
11.684081, 0.000214
11.694082, -0.001138
11.704082, -0.001478
11.714156, -0.001560
11.724082, -0.001545
11.735620, -0.005699
