10.512747, -0.047670, 0.034910, 0.014026
10.522686, -0.014370, -0.044696, -0.062835
10.534547, 0.020036, 0.049963, -0.023187
10.544277, 0.018613, -0.059196, -0.069802
10.555545, 0.074501, 0.012877, 0.102348
10.565155, 0.007140, 0.026282, -0.035974
10.576545, 0.050427, -0.018048, 0.101492
10.586080, -0.067684, -0.088578, -0.043746
10.596082, -0.043815, -0.073184, 0.076058
10.606193, -0.027140, -0.001808, -0.119237
10.617545, 0.031982, 0.079636, 0.047666
10.627156, 0.025523, 0.056215, 0.022589
10.638545, -0.043039, 0.020235, -0.028302
10.648171, 0.040767, -0.042980, 0.066430
10.658082, 0.024338, -0.006911, -0.090586
10.669546, -0.029520, 0.007658, -0.045709
10.679244, 0.067636, 0.021398, 0.041858
10.690545, -0.102902, 0.001593, -0.064155
10.700155, -0.083498, 0.068704, -0.079272
10.711546, 0.016189, 0.065738, 0.056111
10.721080, -0.027787, -0.033053, 0.057883
10.731156, 0.074211, -0.055396, -0.064803
10.742748, -0.034697, 0.033905, 0.021356
10.752081, 0.014833, -0.015094, -0.129996
10.762082, 0.086289, 0.100649, 0.165070
10.772156, -0.003578, 0.062824, -0.066848
10.783547, -0.050685, 0.046203, 0.185435
10.793155, 0.023481, 0.092438, 0.069500
10.804711, 0.051187, 0.045438, -0.053150
10.814154, 0.025424, -0.037739, 0.133406
10.824082, 0.014928, 0.021235, -0.012148
10.835547, -0.081045, -0.008344, -0.037958
10.845155, 0.051386, -0.074716, -0.101990
10.855082, 0.073486, -0.014289, 0.039141
10.866546, 0.018254, -0.056553, 0.061873
10.876132, 0.003006, 0.065488, 0.043832
10.886157, 0.017437, 0.096261, -0.163103
10.897546, -0.049784, 0.088349, -0.021291
10.907155, 0.033961, 0.037096, 0.034376
10.917082, -0.024421, -0.098176, 0.039531
10.928546, -0.080649, 0.016022, -0.052027
10.938283, -0.001068, 0.001312, 0.017291
10.949546, 0.008696, -0.041645, -0.000055
10.959081, -0.006268, 0.089200, 0.143606
10.969156, 0.023142, -0.009908, 0.038259
10.980545, 0.013182, -0.009154, 0.019420
10.990155, 0.003042, -0.003774, 0.026368
11.001759, -0.001595, -0.065841, 0.038102
11.011080, 0.041525, -0.044040, -0.134800
11.021082, -0.041153, -0.023133, -0.025728
11.031155, -0.034702, -0.012515, 0.068649
11.041082, -0.052658, -0.088580, -0.045349
11.052545, -0.069993, -0.009241, -0.021311
11.062081, 0.076677, -0.027749, -0.023317
11.072203, -0.021952, 0.054841, 0.017992
11.082082, 0.079557, 0.062594, -0.046516
11.093545, -0.018902, 0.012778, -0.160850
11.103080, 0.063267, -0.006705, -0.038921
11.113155, 0.037157, -0.020585, 0.013994
11.124546, -0.026375, -0.058476, -0.010476
11.134275, 0.037029, 0.039354, 0.053285
11.144082, -0.035901, 0.008775, -0.078109
11.155546, 0.085711, 0.047205, -0.116045
11.165155, 0.029717, -0.006903, -0.052444
11.175082, -0.148192, -0.006526, -0.016840
11.185082, 0.010568, -0.020303, 0.100283
11.195144, 0.024561, 0.076114, 0.044730
11.206546, 0.024390, 0.006550, -0.081217
11.216155, 0.085780, 0.054333, 0.020465
11.227546, 0.054104, 0.042715, 0.118433
11.237155, 0.023362, -0.025694, 0.011270
11.248546, 0.027057, -0.024901, 0.053686
11.258155, -0.026684, 0.000142, 0.022330
11.269604, 0.012930, -0.057222, 0.234261
11.279155, -0.092720, -0.078959, -0.109997
11.290546, 0.015913, -0.004564, -0.004210
11.300155, 0.000870, 0.038342, -0.065885
11.311546, 0.000799, 0.113261, 0.058380
11.321081, 0.029739, -0.010407, -0.012122
11.331283, 0.018904, -0.019838, 0.080564
11.341082, 0.056545, 0.004959, -0.217327
11.352546, -0.055705, 0.009884, 0.054618
11.362081, 0.051507, 0.038393, -0.115645
11.372155, 0.007072, -0.029786, 0.052778
11.382082, 0.025586, 0.009729, -0.049714
11.392197, 0.001128, 0.066929, -0.005185
11.403546, 0.034439, -0.050526, 0.014276
11.413154, 0.037804, -0.067620, 0.079427
11.424546, 0.070041, 0.073654, 0.002207
11.434155, 0.014853, -0.068170, -0.012463
11.445545, -0.062497, -0.007821, -0.111371
11.455155, -0.079469, 0.035481, -0.004889
11.466562, -0.009559, -0.018529, -0.028144
11.476155, -0.095800, 0.044236, -0.000244
11.486082, 0.008387, -0.009734, -0.000196
11.496081, -0.011050, -0.023900, -0.052837
11.507546, 0.022945, -0.066059, 0.207769
11.517155, -0.006551, 0.046737, -0.002340
11.528748, -0.001187, 0.002114, 0.041116
11.538154, -0.029505, 0.059464, -0.204067
11.549545, 0.043024, -0.005087, -0.071189
11.559080, 0.046383, 0.024006, 0.015435
11.569157, -0.046456, -0.091579, -0.020135
11.580546, -0.020554, 0.045415, -0.051765
11.590281, -0.005411, -0.013642, 0.151700
11.601546, -0.071918, -0.070260, -0.011724
11.611081, -0.002178, 0.023535, -0.067545
11.621157, -0.016220, -0.082631, -0.082426
11.632546, -0.020340, -0.008027, 0.071996
11.642091, 0.047791, -0.017401, -0.057647
11.652109, -0.121734, 0.064527, 0.026628
11.662156, 0.156023, -0.037953, 0.013650
11.672082, -0.050719, 0.049055, -0.050310
11.682081, -0.005381, 0.133889, 0.008585
11.693547, 0.009518, 0.062645, -0.011958
11.703081, 0.014160, -0.112176, 0.047068
11.713083, 0.033105, 0.040659, 0.012321
11.723281, 0.021950, -0.061719, -0.017939
11.734546, 0.040864, -0.044495, 0.008631
11.744155, -0.051678, -0.038230, 0.017097
11.754082, 0.036845, 0.044528, -0.028176
11.764083, -0.017032, -0.000086, 0.075964
11.775546, 0.084442, 0.047771, -0.119769
11.785200, -0.009554, -0.030370, 0.015882
11.795157, -0.018506, -0.024729, 0.291687
11.805083, -0.022707, -0.028970, -0.075399
11.815081, 0.050214, 0.101780, -0.061318
11.826546, -0.023157, 0.069297, 0.184493
11.836155, 0.078350, 0.028384, -0.112835
11.847546, -0.034524, 0.036979, 0.026424
11.857183, -0.038243, -0.050446, 0.042016
11.867082, -0.008039, 0.104843, 0.060488
11.878546, 0.059264, 0.024232, -0.109657
11.888154, 0.052543, -0.024448, 0.068134
11.899545, 0.064753, 0.000015, -0.050558
11.909155, 0.000423, 0.023997, 0.071436
11.920746, 0.043442, -0.120842, 0.085557
11.930080, 0.027540, 0.007851, -0.213856
11.940083, 0.012284, -0.006415, 0.020811
11.950157, -0.012062, -0.001102, 0.018115
11.961546, 0.046066, 0.008622, -0.031294
11.971155, -0.027645, -0.049168, -0.036594
11.982764, -0.045272, -0.008841, -0.003748
11.992155, -0.034235, 0.048887, 0.183535
12.002083, -0.037818, -0.029357, -0.085156
12.012082, 0.054944, 0.005281, 0.165303
12.023546, 0.067385, 0.019450, -0.041488
12.033155, 0.108528, -0.029308, 0.131795
12.044588, 0.037798, -0.023211, -0.101560
12.054080, -0.030155, -0.012954, -0.097190
12.064156, -0.005132, -0.021582, -0.069971
12.074082, -0.090697, -0.049822, -0.037032
12.085546, -0.034540, -0.028109, 0.073390
12.095081, 0.043373, 0.030356, 0.020441
12.105157, -0.025215, 0.029134, 0.041758
12.115197, -0.010074, 0.075943, 0.031693
12.126547, 0.062018, -0.041756, -0.188525
12.136080, 0.098165, -0.049902, 0.023362
12.146157, -0.058584, 0.066875, -0.089853
12.157547, 0.044219, 0.059180, 0.027976
12.167080, -0.029088, 0.038049, -0.018828
12.177280, -0.037401, -0.054287, -0.030694
12.188546, 0.026194, -0.104902, 0.049114
12.198155, 0.034859, -0.005166, -0.024643
12.209546, -0.004448, -0.062398, 0.021289
12.219155, -0.085728, 0.078919, -0.163700
12.230546, -0.048712, -0.053357, 0.054438
12.240161, 0.030028, -0.036851, -0.048981
12.251546, 0.024127, 0.007004, -0.026945
12.261080, -0.057843, 0.050270, 0.015243
12.271082, 0.006405, -0.032767, 0.094672
12.281156, -0.031622, -0.012100, 0.034458
12.292547, -0.044768, -0.040636, 0.072441
12.302155, -0.057655, 0.042240, 0.067373
12.312210, -0.045823, 0.060208, -0.018105
12.323546, 0.013502, 0.096607, 0.099156
12.333080, 0.008660, 0.078642, -0.110685
12.343157, 0.061684, 0.066406, 0.076245
12.354546, 0.135322, -0.017958, -0.091137
12.364155, -0.032519, -0.036265, -0.155380
12.375751, -0.040835, -0.068578, 0.100065
12.385155, 0.013161, 0.000757, 0.210769
12.396546, 0.013019, -0.027852, -0.091353
12.406155, -0.011216, -0.012359, -0.073837
12.417545, -0.011029, -0.059692, 0.050976
12.427155, 0.003660, -0.028848, 0.077322
12.438690, -0.029846, -0.037149, 0.095656
12.448153, -0.196386, 0.026319, -0.157371
12.459546, 0.102699, -0.084846, 0.084268
12.469081, 0.017458, 0.028430, 0.034011
12.479156, 0.002565, -0.020471, -0.042438
12.489082, -0.064335, -0.057810, -0.008141
12.500545, 0.057916, 0.001293, -0.049811
12.510217, -0.006015, 0.073501, 0.067142
12.521545, -0.034743, 0.089750, -0.022326
12.531155, -0.061790, 0.014747, -0.023978
12.542546, -0.026038, -0.062522, -0.015958
12.552081, 0.027690, 0.068974, 0.067708
12.562083, -0.054724, -0.033897, 0.010719
12.572206, 0.057471, -0.037494, -0.091268
12.582157, 0.050788, 0.035496, 0.063962
12.592113, -0.022831, 0.067721, -0.030186
12.602087, -0.045966, 0.056096, -0.012144
12.612082, 0.032403, 0.049485, 0.099481
12.622082, 0.036151, 0.028488, -0.032127
12.632156, 0.049346, 0.080162, -0.009176
12.643636, 0.000024, 0.029902, 0.001470
12.653081, 0.024097, 0.024124, 0.044391
12.663083, 0.013687, -0.009955, -0.004288
12.673082, 0.013431, 0.028717, -0.008555
12.683082, -0.044396, 0.051633, -0.151225
12.693157, 0.024344, -0.002681, 0.068073
12.703208, -0.057686, -0.036537, 0.007294
12.714546, 0.025608, -0.021134, 0.063902
12.724155, 0.000743, -0.001207, 0.156265
12.735545, 0.010236, -0.001216, -0.021442
12.745081, -0.028399, 0.013428, -0.210159
12.755157, 0.035228, -0.011059, 0.037508
12.765199, -0.028479, -0.039434, -0.144477
12.776546, 0.073498, -0.066609, -0.031520
