10.512672, 0.004876, 0.009756, 0.048097, -0.076504, 0.000000, 0.000000
10.522762, -0.003997, 0.018052, 0.171329, 0.076025, -0.000000, 0.000000
10.532688, -0.028677, -0.008422, 0.055599, 0.075345, -0.000000, 0.000000
10.544548, -0.036577, -0.021695, 0.055076, -0.040817, 0.537621, 0.810000
10.554083, -0.053269, -0.020403, -0.019626, -0.017143, 0.634392, 0.810000
10.564084, -0.025678, -0.013772, 0.129535, -0.025134, 0.694762, 0.810000
10.574139, -0.046572, -0.028231, -0.038361, 0.073976, 0.733865, 0.810000
10.584550, -0.051051, -0.054629, -0.041633, 0.011231, 0.793184, 0.840000
10.594083, -0.053028, -0.040149, 0.039172, 0.004654, 0.809040, 0.840000
10.604084, -0.047945, -0.056207, 0.121973, 0.059356, 0.819625, 0.840000
10.614085, -0.044808, -0.049205, 0.066602, 0.172147, 0.826680, 0.840000
10.624551, -0.042169, -0.054065, 0.056574, 0.188417, 0.823116, 0.820000
10.634210, -0.047171, -0.045749, -0.045686, 0.176217, 0.822311, 0.820000
10.644084, -0.048115, -0.034002, -0.065444, -0.137529, 0.821778, 0.820000
10.654084, -0.049108, -0.040047, -0.073607, -0.124463, 0.821424, 0.820000
10.664552, -0.064503, -0.040145, -0.038278, -0.040466, 0.826347, 0.830000
10.674084, -0.081059, -0.032144, -0.000151, -0.039177, 0.827797, 0.830000
10.684083, -0.101460, -0.028127, -0.020470, 0.037371, 0.828784, 0.830000
10.694084, -0.121971, -0.033875, -0.055795, -0.186514, 0.829440, 0.830000
10.704706, -0.130187, -0.050736, 0.148404, 0.000633, 0.818751, 0.810000
10.714083, -0.126575, -0.055247, -0.003046, 0.134115, 0.816035, 0.810000
10.724084, -0.130496, -0.071969, 0.050525, 0.112642, 0.814230, 0.810000
10.734083, -0.135693, -0.075611, -0.052746, 0.001305, 0.813032, 0.810000
10.744546, -0.117592, -0.077630, 0.089018, -0.188854, 0.811467, 0.810000
10.754083, -0.118889, -0.090032, 0.128947, -0.029464, 0.811173, 0.810000
10.764218, -0.129303, -0.091225, 0.033151, -0.048329, 0.810993, 0.810000
10.774084, -0.134957, -0.095742, 0.047471, 0.163052, 0.810866, 0.810000
10.784547, -0.135854, -0.087343, 0.105423, 0.103377, 0.804925, 0.800000
10.794082, -0.136373, -0.078738, 0.108888, 0.118777, 0.803454, 0.800000
10.804085, -0.146802, -0.064591, 0.042753, -0.004373, 0.802473, 0.800000
10.814085, -0.154255, -0.059526, -0.065030, 0.096588, 0.801818, 0.800000
10.824548, -0.151785, -0.075662, 0.132207, 0.154938, 0.800914, 0.800000
10.834206, -0.133326, -0.083995, 0.165366, -0.021649, 0.800771, 0.800000
10.844085, -0.108842, -0.084289, 0.045174, -0.049541, 0.800680, 0.800000
10.854083, -0.107698, -0.099972, 0.030355, -0.008067, 0.800617, 0.800000
10.864548, -0.118410, -0.096053, -0.068094, 0.075443, 0.817148, 0.830000
10.874084, -0.107146, -0.104526, -0.020555, 0.035032, 0.821685, 0.830000
10.884083, -0.105438, -0.097702, -0.010195, -0.039248, 0.824733, 0.830000
10.894209, -0.097416, -0.087177, 0.043626, -0.002582, 0.826767, 0.830000
10.904560, -0.074370, -0.084010, -0.153361, -0.035553, 0.828740, 0.830000
10.914084, -0.070245, -0.078042, -0.006782, -0.005822, 0.829429, 0.830000
10.924083, -0.060837, -0.088881, -0.022065, -0.110615, 0.829903, 0.830000
10.934085, -0.066666, -0.098690, 0.020154, -0.135975, 0.830211, 0.830000
10.944548, -0.054880, -0.098193, 0.063341, -0.172535, 0.835856, 0.840000
10.954083, -0.047724, -0.091541, -0.002218, -0.075797, 0.837534, 0.840000
10.964209, -0.042028, -0.099041, 0.015465, 0.088904, 0.838672, 0.840000
10.974083, -0.045814, -0.096506, -0.062716, 0.152903, 0.839431, 0.840000
10.984550, -0.036301, -0.080130, 0.138291, 0.011398, 0.839938, 0.840000
10.994083, -0.026244, -0.077777, 0.095990, -0.138751, 0.840260, 0.840000
11.004083, -0.035453, -0.071825, 0.100100, -0.066283, 0.840490, 0.840000
11.014083, -0.016212, -0.066175, 0.031558, -0.116910, 0.840636, 0.840000
11.024649, -0.018444, -0.073251, 0.079706, 0.081266, 0.840463, 0.840000
11.034084, -0.028939, -0.080496, -0.130394, -0.061009, 0.840596, 0.840000
11.044084, -0.047479, -0.077833, -0.101240, 0.005955, 0.840707, 0.840000
11.054083, -0.057107, -0.072248, 0.139436, -0.010994, 0.840776, 0.840000
11.064552, -0.046907, -0.071761, 0.151032, -0.007845, 0.840521, 0.840000
11.074083, -0.027933, -0.073506, 0.038922, -0.079706, 0.840630, 0.840000
11.084084, -0.033371, -0.064671, 0.072226, -0.064141, 0.840720, 0.840000
11.094214, -0.032506, -0.063343, -0.083805, -0.143093, 0.840777, 0.840000
11.104558, -0.043897, -0.071700, -0.027470, 0.025384, 0.846126, 0.850000
11.114083, -0.026383, -0.062163, -0.128855, 0.023965, 0.847740, 0.850000
11.124085, -0.015153, -0.050109, 0.017144, 0.023580, 0.848832, 0.850000
11.134084, -0.007259, -0.048932, 0.122065, 0.067677, 0.849557, 0.850000
11.144548, 0.008038, -0.037044, 0.290545, -0.022796, 0.844386, 0.840000
11.154109, -0.008839, -0.038464, -0.003280, 0.075276, 0.843181, 0.840000
11.164084, 0.006130, -0.029053, -0.159094, 0.022268, 0.842393, 0.840000
11.174084, 0.000098, -0.031470, -0.103590, 0.071429, 0.841860, 0.840000
11.184546, 0.012443, -0.026831, 0.045837, 0.086991, 0.840981, 0.840000
11.194083, 0.024744, -0.028493, -0.004768, 0.004226, 0.840903, 0.840000
11.204084, 0.007621, -0.019438, 0.044683, -0.132412, 0.840868, 0.840000
11.214083, 0.000843, -0.023017, 0.025278, -0.010408, 0.840839, 0.840000
11.224756, -0.007998, -0.023958, -0.026020, 0.052083, 0.834906, 0.830000
11.234084, -0.007330, -0.039527, -0.115458, -0.019656, 0.833460, 0.830000
11.244083, -0.009671, -0.035520, -0.054045, -0.039566, 0.832500, 0.830000
11.254083, -0.004020, -0.041721, 0.141788, 0.068081, 0.831862, 0.830000
11.264550, 0.003148, -0.047158, 0.135024, 0.216335, 0.842176, 0.850000
11.274082, 0.002944, -0.063670, 0.116643, 0.124227, 0.845072, 0.850000
11.284083, -0.003350, -0.070482, 0.050567, 0.050676, 0.847025, 0.850000
11.294099, 0.009780, -0.062709, 0.095855, -0.099826, 0.848322, 0.850000
11.304546, 0.005498, -0.075147, 0.224265, -0.139282, 0.826944, 0.810000
11.314083, 0.014563, -0.077027, 0.198613, -0.031042, 0.821346, 0.810000
11.324083, 0.020241, -0.066799, 0.170022, -0.205105, 0.817600, 0.810000
11.334084, 0.027356, -0.053572, -0.047578, 0.005185, 0.815090, 0.810000
11.344548, 0.026439, -0.059359, -0.184092, -0.065637, 0.823506, 0.830000
11.354207, 0.014583, -0.074957, -0.145405, -0.001147, 0.825807, 0.830000
11.364083, 0.017812, -0.068201, -0.124340, 0.071151, 0.827357, 0.830000
11.374083, 0.022389, -0.058047, -0.030517, -0.001738, 0.828386, 0.830000
