0.037600, -0.007344, -0.202773
-0.083476, -0.011850, 0.102687
0.019630, -0.049601, 0.140296
-0.047918, -0.014346, 0.046264
0.025561, 0.038832, -0.104167
0.101373, -0.019961, 0.004229
-0.011878, -0.071972, 0.044587
0.031838, -0.026258, 0.009520
0.011543, -0.010737, 0.036980
-0.046214, 0.008862, -0.126323
-0.001037, 0.052130, -0.028473
-0.048957, 0.031030, -0.053223
0.110979, -0.061126, -0.030919
-0.036910, -0.034831, -0.040855
-0.021325, 0.000120, 0.045487
-0.102130, -0.004637, 0.125210
0.011556, 0.029141, -0.102540
0.054575, 0.032719, 0.155186
0.028776, 0.065102, -0.002268
0.013304, -0.009133, 0.002908
0.036964, 0.005945, 0.012173
-0.002683, -0.027475, 0.144053
-0.055218, 0.016764, 0.033435
-0.062589, -0.046265, 0.139204
0.021310, -0.068483, -0.118008
0.059052, -0.022899, 0.001745
-0.010238, -0.036283, 0.035020
0.009088, 0.065560, -0.054988
-0.020301, 0.048574, -0.018644
0.014071, -0.015386, -0.025710
0.023195, -0.081669, -0.008013
-0.058913, -0.021124, -0.040516
-0.032797, 0.051537, -0.112890
0.073734, 0.044855, 0.055304
-0.010228, -0.019125, -0.023673
0.047750, -0.042365, 0.089483
0.002614, -0.002718, 0.025807
-0.031005, 0.030951, -0.025192
-0.025305, 0.039528, -0.064076
-0.000334, 0.018863, -0.127505
-0.043332, 0.018258, -0.077750
-0.008025, 0.017736, 0.056466
0.002013, -0.083499, -0.008252
0.050126, -0.080367, -0.059878
-0.008975, -0.034403, 0.014836
0.020220, 0.000285, 0.036940
-0.042994, -0.047583, -0.001854
-0.041445, 0.045109, -0.121408
-0.068779, -0.076232, 0.128874
0.024545, 0.017408, 0.088778
-0.014542, 0.050640, 0.040719
-0.018679, 0.015315, -0.031664
-0.027313, -0.028406, -0.061393
0.017060, 0.010661, -0.072179
0.001920, 0.029414, -0.091425
-0.002990, 0.014220, 0.121453
0.006759, -0.154063, 0.072757
-0.027108, 0.018907, -0.051488
-0.016545, 0.051831, 0.137325
0.036598, 0.006843, 0.038257
-0.021953, 0.092792, -0.038380
0.050891, -0.068500, -0.019273
0.015589, -0.004031, 0.002259
0.039030, 0.025097, -0.026776
0.023213, 0.043245, -0.143103
0.036673, -0.039456, 0.066375
0.040118, -0.038007, 0.019171
-0.018765, 0.029976, 0.026278
0.005954, 0.014584, -0.087195
-0.070842, 0.057189, 0.029760
-0.068567, 0.007339, 0.049801
0.053723, -0.064802, -0.057170
0.037225, -0.019594, 0.026304
0.016627, 0.067196, 0.132910
-0.017293, 0.036264, -0.052050
0.088909, -0.027116, -0.045822
-0.043473, 0.060268, -0.116286
0.001184, -0.008581, 0.090495
-0.061335, 0.097033, -0.078304
-0.035110, -0.093197, 0.052117
0.057039, 0.020344, 0.078527
0.050406, -0.032971, -0.071279
0.091957, 0.011441, 0.096257
-0.074192, -0.017830, -0.032182
0.014869, -0.026475, 0.043990
0.024099, 0.041292, -0.000031
-0.024336, -0.070383, -0.057502
0.019861, -0.029804, 0.078585
-0.024030, 0.014234, -0.128299
-0.018623, -0.043796, -0.015958
0.001115, 0.024690, 0.067873
0.082399, -0.057307, -0.152006
-0.064090, -0.026431, -0.041188
0.024268, 0.098711, 0.011578
-0.125066, 0.047372, -0.100184
-0.034448, -0.011928, 0.123653
-0.014096, 0.065338, 0.026515
-0.028277, 0.049232, -0.062994
0.001317, 0.018995, -0.064863
0.078039, -0.005878, 0.182860
-0.039655, 0.032494, -0.085320
0.024293, -0.088691, -0.084028
0.042974, 0.062835, -0.044824
-0.016172, 0.007966, -0.058496
0.003461, 0.093834, 0.082310
-0.025285, -0.009851, -0.019494
-0.038803, -0.057316, -0.040977
0.091922, -0.036183, 0.084256
-0.035767, -0.006371, 0.029908
0.042229, 0.042070, 0.059590
0.007446, -0.069374, 0.056874
-0.026213, -0.009577, -0.036371
-0.006099, 0.000522, 0.025537
0.022879, 0.019618, 0.031298
0.012602, -0.014423, -0.178806
0.041305, 0.086925, 0.116890
0.078045, -0.011530, -0.089231
0.056267, 0.022226, 0.151601
0.011473, 0.021582, 0.004780
0.030210, 0.039830, -0.024533
-0.033053, -0.014070, 0.041269
-0.003334, 0.000663, 0.050066
-0.031943, 0.077542, -0.033112
-0.006754, -0.063970, -0.163395
-0.064229, -0.004184, 0.035996
-0.071561, -0.003959, 0.122274
-0.007017, 0.034346, 0.014565
0.069944, -0.000236, -0.025806
-0.023472, 0.013931, -0.127851
0.005665, 0.004015, -0.071738
0.005452, 0.037497, 0.120128
0.005249, -0.088121, -0.106298
0.057896, -0.037213, 0.150426
0.003153, -0.069358, -0.023363
0.099100, -0.014034, 0.017969
-0.000011, 0.039210, 0.117024
-0.057473, 0.009294, -0.004203
0.035231, -0.048685, -0.046355
-0.023398, -0.104644, 0.017573
0.010915, 0.071651, 0.000165
-0.085178, -0.003005, -0.004696
-0.048291, 0.049683, 0.067752
0.030280, 0.043036, -0.040139
-0.023573, 0.046030, 0.032545
-0.027747, 0.035071, -0.139350
0.001723, -0.095497, 0.113260
0.083010, 0.037225, -0.078180
-0.053908, -0.031217, -0.102111
-0.023617, -0.025476, 0.183281
-0.003488, 0.133370, -0.074573
-0.037208, 0.052048, 0.002120
-0.026368, 0.040542, 0.035325
-0.049426, 0.000756, -0.050883
0.028858, 0.014898, 0.042100
0.046868, 0.047974, -0.044423
-0.007232, -0.030481, -0.043096
0.012103, 0.032640, -0.070916
-0.041200, -0.021119, 0.029188
-0.035091, -0.024945, 0.092599
-0.057334, 0.023562, -0.023777
-0.026371, -0.034690, -0.106823
-0.058915, -0.004705, -0.016442
-0.023242, -0.047307, 0.033521
0.006446, -0.064790, -0.018888
0.006479, 0.047779, -0.097839
-0.051006, -0.011314, 0.068004
-0.073254, 0.051102, 0.059464
0.006254, 0.030254, -0.010802
0.058542, 0.053296, -0.100409
0.066109, -0.058866, -0.043462
-0.008270, -0.071162, 0.168268
-0.051053, -0.035187, 0.089170
-0.035045, -0.029007, -0.174747
0.023755, 0.048585, -0.026647
-0.048898, -0.015658, 0.072661
0.024644, -0.029399, 0.058680
-0.047906, -0.013990, -0.011651
0.073479, -0.061504, -0.005359
-0.048864, 0.036674, 0.066763
-0.027907, -0.036465, 0.057583
-0.050602, -0.054363, -0.084158
0.052088, 0.043593, 0.018000
0.012118, -0.001387, -0.065861
-0.036320, -0.001454, 0.038610
-0.010922, -0.001317, 0.004943
0.052065, -0.139870, -0.062738
0.007315, -0.067815, -0.003129
0.040633, -0.074903, -0.170417
-0.013469, 0.018909, 0.019067
0.020438, 0.008702, 0.093311
0.019657, 0.037450, 0.043520
0.071496, 0.026386, -0.043179
0.025926, 0.030563, -0.071529
0.077631, -0.100060, -0.053450
0.089497, -0.063265, 0.015515
0.033672, -0.003710, 0.003964
0.037183, -0.008185, 0.022644
-0.002230, 0.063995, -0.013671
0.012058, -0.039310, 0.055049
-0.007412, -0.052195, 0.047818
-0.064874, 0.002158, -0.088335
-0.028968, 0.006965, 0.019435
-0.018443, -0.026920, -0.064576
-0.017822, 0.079751, 0.084439
0.097705, 0.086561, 0.068295
0.046346, 0.040672, -0.042228
0.006261, 0.063221, 0.107258
-0.060923, 0.056041, -0.031995
-0.068409, 0.025354, 0.092215
-0.041722, -0.051907, -0.125083
0.045889, 0.094045, -0.030741
0.063281, 0.066581, 0.121943
0.041950, 0.021012, -0.095119
0.045458, 0.006143, -0.039960
-0.004338, 0.001628, 0.107915
-0.023637, -0.055877, 0.026405
0.025012, 0.041839, 0.078181
0.038446, 0.002029, -0.069395
-0.072721, 0.064311, 0.173424
0.030666, 0.033318, 0.013088
0.015364, 0.027418, 0.004341
-0.042619, 0.040601, 0.008484
0.026273, -0.003872, -0.030638
0.054040, 0.034622, -0.078979
-0.058109, -0.028989, 0.046670
-0.031783, -0.023218, -0.112684
0.103700, 0.087828, -0.078835
0.037668, 0.017571, 0.142634
-0.002156, -0.011811, 0.180776
-0.001975, -0.044852, 0.026384
-0.092873, 0.014402, -0.039422
0.001438, -0.019676, -0.130145
-0.080036, -0.023681, -0.065879
-0.053237, -0.013162, -0.052563
0.082735, -0.046172, -0.045558
-0.001745, -0.068254, -0.092708
0.022374, 0.020721, 0.030128
-0.006990, -0.075651, 0.145897
0.026713, -0.020001, -0.160164
-0.017338, -0.067249, 0.090173
-0.007348, 0.054815, 0.044578
-0.121861, -0.009266, -0.128832
0.006944, 0.048635, 0.255171
-0.055559, -0.034650, -0.100306
-0.058523, 0.024090, 0.013328
-0.065733, -0.134859, -0.103322
0.008433, -0.077495, 0.000542
0.103818, 0.001752, -0.032251
-0.029228, 0.030507, -0.123746
-0.076034, 0.058378, 0.011895
0.017803, 0.042196, 0.000849
0.041388, -0.050346, -0.042354
-0.036915, 0.004138, 0.015473
-0.016602, 0.099774, -0.049012
0.103594, 0.043622, 0.101042
-0.096261, -0.063376, -0.083842
-0.054365, -0.008556, 0.090389
-0.009440, -0.017883, -0.017196
-0.023681, -0.065375, 0.061643
0.044722, -0.024665, 0.039618
0.062482, 0.047996, -0.061018
-0.035153, -0.010983, -0.082385
0.018728, -0.005825, 0.009822
0.041853, 0.046799, 0.126032
0.006951, -0.017217, -0.123712
-0.011821, 0.089009, 0.099775
-0.044929, 0.018704, 0.136168
0.023565, -0.034846, -0.042529
0.051535, 0.071863, -0.053864
0.006497, 0.035674, 0.049338
0.015606, 0.058570, -0.014695
0.048664, -0.020109, -0.031794
0.003861, -0.062541, 0.053932
0.013334, -0.021968, 0.075717
0.012908, -0.025781, 0.061834
0.003051, 0.004095, -0.042294
0.036240, 0.046992, -0.055891
-0.046558, 0.088366, -0.087075
0.060233, -0.010661, 0.052401
0.015115, 0.027914, -0.141454
0.053140, -0.010895, -0.065661
0.032052, 0.147675, -0.008745
0.006902, -0.039253, -0.012352
0.069052, -0.042403, -0.058626
0.023607, 0.026495, 0.021036
-0.077701, -0.060638, 0.027822
-0.017474, -0.058909, 0.009884
-0.007066, -0.013354, -0.087126
0.022222, 0.015839, -0.033145
0.021448, -0.061409, 0.182035
0.005970, -0.049768, -0.042612
-0.070795, 0.004785, 0.015473
0.008377, 0.095700, -0.010351
0.027495, 0.006668, 0.120272
0.108169, 0.078354, 0.067585
-0.024942, -0.077726, -0.003492
-0.100822, 0.006106, -0.031770
-0.020802, 0.063311, 0.058460
-0.015266, 0.003741, 0.136881
0.004598, -0.010584, 0.085682
-0.072444, -0.086933, -0.040044
-0.045827, -0.002394, 0.079893
0.104211, -0.064537, 0.037094
-0.019100, -0.038304, -0.116248
-0.032416, -0.061153, -0.096575
0.074079, -0.006662, 0.054074
0.028341, 0.022272, -0.034624
-0.005968, -0.021645, 0.098496
-0.039077, -0.001681, 0.041795
0.062552, 0.031990, 0.170373
0.031295, 0.002408, -0.027534
-0.027365, -0.016849, 0.014623
0.088557, 0.064991, -0.121352
0.066015, -0.004475, 0.028310
0.015981, -0.033346, -0.138062
-0.008669, 0.006005, -0.004144
0.024835, 0.019908, 0.027172
-0.000048, -0.014497, 0.034534
-0.023950, -0.033083, -0.108644
0.044284, -0.065330, -0.100423
-0.048049, -0.000273, 0.018478
0.039915, -0.038413, -0.048313
-0.066391, -0.084810, 0.095047
0.055758, -0.024345, -0.119069
-0.079919, 0.019525, 0.021102
-0.053517, 0.014250, -0.130037
0.035253, 0.042724, 0.049074
0.101024, 0.079378, -0.067058
-0.026827, 0.066788, -0.026831
0.084337, 0.078927, -0.109635
-0.090724, 0.057129, 0.057565
0.075313, -0.021507, -0.141165
0.038730, -0.068534, -0.027579
-0.044261, 0.043824, 0.129375
0.043533, -0.034577, 0.003097
0.027576, 0.028910, 0.165564
0.060250, 0.042509, -0.066500
0.029357, 0.041042, 0.072097
0.033158, 0.054085, 0.072110
0.070489, 0.037882, -0.071599
0.015116, -0.044685, -0.033060
-0.014432, 0.057759, -0.134066
-0.023437, -0.054260, 0.050797
-0.056056, -0.014162, 0.001374
0.017921, -0.090307, -0.118499
-0.021232, 0.032264, -0.013043
-0.006080, 0.016520, -0.064020
-0.034630, 0.073103, -0.017513
0.014050, -0.039422, 0.180395
-0.063181, 0.077076, 0.127470
0.025329, -0.045290, 0.000791
-0.028628, 0.061731, 0.091738
-0.066149, -0.007350, 0.080443
0.007803, 0.031253, -0.119707
0.045613, 0.011058, 0.073358
-0.066391, 0.010726, -0.137123
-0.054610, -0.056612, 0.114762
0.091078, -0.030334, 0.018947
0.049350, -0.062884, -0.041062
-0.071938, 0.121088, 0.021690
0.007094, 0.011513, -0.014497
0.016466, 0.001771, -0.074817
-0.007992, -0.007685, -0.093821
0.035364, 0.054741, 0.042617
