173.457062, 0.764969, 0.444031, 0.010409, 0.723611, 0.180130, -0.027838
173.466980, 0.971003, 0.404568, 0.462036, 0.226578, 0.179980, -0.026202
173.478333, 0.778300, 0.486666, -0.547455, -0.157522, 0.189279, -0.008388
173.488052, 0.833902, 0.298461, 1.107652, -0.066247, 0.189790, -0.008403
173.499344, 0.779722, 0.737838, 0.383948, 0.403730, 0.180685, -0.023631
173.509171, 0.899831, 0.472572, 0.084955, -0.534509, 0.180131, -0.024870
173.520340, 1.147444, 0.650614, -0.274719, -0.141906, 0.179995, -0.023344
173.529968, 1.349497, 0.394325, 0.318315, -0.195245, 0.179947, -0.024516
173.540054, 1.383276, 0.325983, 0.460648, -0.225399, 0.179933, -0.023960
173.549973, 1.103141, 0.625946, -0.502972, 0.242433, 0.179931, -0.023580
173.559967, 1.252883, 0.398635, 0.193314, -0.533134, 0.179930, -0.023438
173.569962, 1.103053, 0.490020, -0.643501, -0.139682, 0.179935, -0.021753
173.581390, 1.177657, 0.490496, 0.208160, -0.147393, 0.179981, -0.022090
173.590973, 1.400596, 0.402415, 0.504778, 0.301633, 0.179948, -0.022599
173.600983, 1.511173, 0.436769, -0.096386, 0.209005, 0.179938, -0.021941
173.610977, 1.443034, 0.376162, -0.153061, 0.034818, 0.179936, -0.021614
173.620972, 1.198094, 0.491361, -0.169179, 0.194080, 0.179935, -0.021901
173.631058, 1.344010, 0.416543, 0.243580, -0.113421, 0.179934, -0.021919
173.641098, 1.353300, 0.467657, 0.093157, 0.227862, 0.179937, -0.021146
173.652328, 1.474916, 0.424274, 0.020242, 0.146542, 0.179982, -0.021183
173.662048, 1.340599, 0.509889, 0.021312, 0.103452, 0.179950, -0.021410
173.673340, 1.234036, 0.468260, 0.049000, 0.039205, 0.189278, -0.005336
173.683060, 1.360603, 0.441841, 0.388779, -0.152127, 0.189800, -0.003409
173.692978, 1.538484, 0.668357, -0.103988, -0.078917, 0.189938, -0.003984
173.703033, 1.585812, 0.450642, -0.015590, -0.170462, 0.189978, -0.002780
173.714340, 1.261117, 0.480959, -0.173702, -0.061712, 0.189997, -0.002870
173.723969, 1.353666, 0.418407, 0.510138, -0.104678, 0.189993, -0.003012
173.734055, 1.478462, 0.415786, 0.076420, 0.054557, 0.189989, -0.003884
173.745346, 1.472347, 0.485189, -0.001942, -0.164212, 0.180701, -0.020385
173.754974, 1.328376, 0.454714, -0.171169, 0.138193, 0.180143, -0.021254
173.765060, 1.334020, 0.307928, 0.074987, -0.168586, 0.179991, -0.021392
173.776443, 1.420280, 0.545278, 0.190113, -0.161937, 0.170690, -0.037418
